The blog isWorld Travel Guide DevelopmentCurrent site: World Travel Guide Development
Blog ID: 1
Blog Lang: en
Import File: /var/www/columbus-xml/source-data/cities-full-en.xml


 Title, Type, Latitude, Longitude, Address1, Address2, City, Postcode, Website,  Telephone,  Description
 Holiday Inn Detroit Downtown, Cheap, 42.331272, -83.050624, , 1020 Washington Boulevard, Detroit, 48226, http://www.hiexpress.com,  +1 313 887 7000.,  <p>As well as a good range of value rooms  this well-located hotel has a choice of suites with their own kitchens if you plan to stay longer. A 24-hour business centre and full breakfast service are also big pluses  and you&rsquo;re not far from the conveniences of downtown.</p>
 Hotel St. Regis, Moderate, 42.370031, -83.074792, , 3071 West Grand Boulevard, Detroit, 48202, https://www.hotelstregisdetroit.com,  +1 313 873 3000,  <p>Just a few blocks from the Amtrak station  this hotel located conveniently close to the Motown Museum and downtown Detroit offers comfortable rooms in classy accommodations.  St. Regis is a landmark among hotels  having housed such remarkable travelers as Martin Luther King and Mick Jagger.  Their on-site restaurant  La Musique  hosts entertainment and cocktails weekly  and many lovers choose this building for their private weddings.<br />
&nbsp;</p>
 Trumbull and Porter Hotel, Cheap, 42.327008, -83.064975, , 1331 Trumbull Avenue, Detroit, 48216, http://www.trumbullandporterhotel.com,  +1 313 496 1400,  <p>Pleasant and functional  this hotel near the banks of the Detroit River is more than its outdoor murals and lobby coffee bar. While you can see the city from your room  you&rsquo;re also only a mile and a half from both Greektown and the Comerica Park Baseball Stadium  where the Detroit Tigers play. Your stay comes with free parking and WiFi  and in upgraded rooms  a whirlpool tub.</p>
 Detroit Marriott at the Renaissance Center, Moderate, 42.331427, -83.045754, , Renaissance Center, 400 Renaissance Drive, Detroit, 48243, http://www.marriott.com,  +1 313 568 8000.,  <p>Soaring 73 floors above the Detroit River  this is Metro Detroit's largest hotel: it has no fewer than 1 298 guest rooms luxuriously appointed for both business and leisure travel. The hotel's location in the GM Renaissance Center means that guests have easy access to a variety of shops  restaurants and services. Guests dining at the hotel's American restaurant Volt have great views of the Detroit River and Windsor.</p>
 Doubletree Hotel Dearborn, Cheap, 42.330092, -83.216089, , 5801 Southfield Expressway, Detroit, 48228, http://www.doubletree3.hilton.com,  +1 313 336 3340.,  <p>Conveniently located off the Southfield Expressway  near the Detroit Metro Airport  this business hotel has plenty of features to assist business travellers  such as Wi-Fi access and a 24-hour business centre. There are indoor and outdoor pools and an executive fitness centre at the hotel  as well as a restaurant and a meeting and banquet space.</p>
 The Inn on Ferry Street, Luxury, 42.361402, -83.066209, , 84 East Ferry Street, Detroit, 48202, http://www.innonferrystreet.com,  +1 313 871 6000.,  <p>This hotel brings together four separate buildings  each dating back to the 19th century. It&rsquo;s essentially a bed and breakfast complex  with individually decorated rooms and comfy lounges with real fireplaces. The hotel also offers its guests a complimentary shuttle service within a 9km (5.6 miles) radius  though you&rsquo;re within walking distance of many attractions.</p>
 Townsend Hotel, Luxury, 42.370612, -83.013063, , 100 Townsend Street, Detroit, 48009, http://www.townsendhotel.com,  +1 248 642 7900.,  <p>This trendy hotel located in the leafy Birmingham area of Detroit is perfect for star spotting. Celebrities like Paul McCartney have booked lavish suites at the hotel when in town  and many other performers choose the European-style elegance of the Townsend for their stay. The award-winning Rugby Grille  restaurant serves contemporary American and European cuisine as well as afternoon tea.</p>
 Hilton Americas, Moderate, 29.751560, -95.360593, , 1600 Lamar, Houston, , http://www.hilton.com,  (713) 739 8000.,  <p>This impressive 1 200-room Houston hotel is connected to the George R Brown Convention Center. Hilton Americas' rooms have modern facilities including internet  a fitness room and pool and three restaurants serving American fare with  The Skyline Grill  on the 24th floor having panoramic views of the city.</p>
 The Houstonian Hotel, Club and Spa, Luxury, 29.769202, -95.460806, , 111 N Post Oak Ln, Houston, 77024, http://www.houstonian.com,  (713) 680 2626.,  <p>Set in eight hectares (18 acres) of parkland close to the Galleria  this award-winning hotel has an old world charm and oozes sophistication. The rooms are tastefully decorated and have floor-to-ceiling windows. The excellent facilities include a health club  three pools and a spa facility. There are four restaurants serving regional American dishes and lighter meals.</p>
 Hotel ZaZa, Luxury, 29.724232, -95.390332, , 5701 Main St, Houston, 77005, http://www.hotelzazahouston.com,  1 888 880 3244.,  <p>After making a huge splash in Dallas  Hotel ZaZa is a fun addition to the Houston hotel scene. The 315-room  12-storey property features a dynamic mix of rooms  bungalows and suites - including the city's largest and most decadent accommodations with contemporary chic and bold designs. Among concept suites are the 'Rock Star' and the 'Casablanca' and there's a fabulous spa and outdoor pool too.</p>
 Best Western Plaza Hotel and Suites, Cheap, 29.762884, -95.383062, , 6700 South Main Street, Houston, , http://www.bestwestern.com,  (713) 522 2811.,  <p>One of a chain of extremely good-value hotels in the Houston area  this is located in the heart of the Texas Medical Center and two blocks from the Light Rail. There are 125 bright  clean and spacious rooms. Room features include high-speed internet access and cable TV. Facilities within the hotel include a pool  spa  fitness centre  laundry room and business centre.</p>
 La Colombe d'Or Hotel, Moderate, 29.741655, -95.391382, , 3410 Montrose Blvd, Houston, 77006, http://www.lacolombedor.com,  (713) 469 4750.,  <p>This tiny luxury hotel is situated just a few minutes from downtown with just five luxury suites and nine villas with one- and two-bedroom suites  each with a private dining room and marble bathroom. Built in 1923  the elegant French furnishings in this hotel are complemented by original art and antiques. La Colombe d'Or has a stylish restaurant serving modern French cuisine with a Texan twist  a library and a bar.</p>
 La Quinta Inn & Suites, Cheap, 29.750610, -95.455257, , 1625 W Loop S Fwy, Houston, 77027, http://www.lq.com,  (713) 355 34340.,  <p>Part of a chain of extremely good-value hotels  this one is in the upscale Galleria area. There are 173 bright  clean and spacious rooms featuring free high-speed internet access. The hotel also features a pool  spa and fitness centre. Breakfast is included in the rate. It is extremely good value for its location but far enough away to not be too noisy.</p>
 Aloft Hotel, Moderate, 29.738373, -95.471670, , 5415 Westheimer Rd, Houston, 77056, http://www.starwoodhotels.com/alofthotels,  (713) 622 7010.,  <p>Want a place to stay that is hip and edgy  then try the Aloft Hotel located  just a few blocks from the Galleria. Inspired by Starwood's chic W hotels (but in a cheaper price range)  this urban  budget-friendly hotel has extra large windows and oversized walk-in showers and state-of-the-art entertainment centre. In addition there is a large bar and a self-service gourmet eatery.</p>
 Comfort Inn Downtown, Cheap, 29.778295, -95.428088, , 5820 Katy Fwy, Houston, 77007, http://www.comfortinn.com,  (713) 869 9211,  <p>Part of a chain of budget hotels  this property is close to the Downtown Aquarium and just minutes from many major attractions. All rooms are comfortable  modern and spacious and some even have fridges and microwaves. There are limited facilities on site but there is a swimming pool. Breakfast is included.</p>
 Four Seasons, Luxury, 29.754012, -95.362778, , 1300 Lamar St, Houston, 77010, http://www.fourseasons.com/houston,  (713) 650 1300.,  <p>Located in the heart of Downtown's financial and business district  the Four Seasons exudes cosmopolitan elegance. Rooms range from moderate rooms to sumptuous suites  many with stunning views over the city  and all with marble bathrooms. Sample Italian cuisine in the Quattro restaurant and enjoy pre-dinner drinks in the Vinoteca Quattro wine bar. Additional facilities include a pool  fitness centre and spa.</p>
 Best Western Plus Addison Galleria, Cheap, , , , , , , http://www.bestwestern.com,  +1 972 701 0881.,  <p>Not far from Dallas' old Love Field Airport  the Addison Galleria is an old-fashioned motel  albeit with a large heated swimming pool and a lovely courtyard. Part of the Best Western chain  this is a real no-frills affair – but with prices starting at $49 a night  no one is likely to complain.</p>
 Hotel ZaZa, Luxury, , , , , , , http://www.hotelzaza.com,  +1 888 880 3244.,  <p>As you'd expect from a hotel named for movie icon Zsa-Zsa Gabor  Hotel ZaZa specializes in luxury details – think Frette bed linen  rainforest showers and enormous swagged curtains in every suite. The building itself is an old-fashioned colonial-style affair and comes complete with a chic bar and an expensive restaurant.</p>
 Hotel Lumen, Moderate, , , , , , , http://www.hotellumen.com,  +1 214 219 2400.,  <p>Unusually minimalist by Dallas standards  Hotel Lumen is an oasis of soothing colors and ergonomic furniture. The hotel also has a heated outdoor pool  a hosted wine reception every evening and an on-site fitness centre. Off the lobby  the Front Room is a casual-chic restaurant serving three meals daily.</p>
 Belmont Hotel, Moderate, , , , , , , http://www.belmontdallas.com,  +1 214 393 2300.,  <p>With a motto that boasts 'reinventing 1940s cool ' the Belmont is a renovated motel immediately to the west of Downtown. As promised  there's a distinctly retro vibe  although the lovely fresh linen  free wifi and heated swimming pool make it clear that modern amenities have not been overlooked.</p>
 The Highland Dallas, Moderate, , , , , , , http://www.thehighlanddallas.com,  +1 214 520 7969.,  <p>Ultra-modern and possessed of a lobby decked out with gold seating and blinging chandeliers  The Highland does Dynasty chic reworked for the 21st Century. Rooms are large and the beds supremely comfortable  while bathrooms come stocked with Diptyque toiletries.</p>
 Hyatt House Uptown, Cheap, , , , , , , http://dallasuptown.house.hyatt.com,  +1 214 965 9990.,  <p>On the northern edge of downtown  the Hyatt House Uptown sits amidst a bustling business district very close to Cedar Springs and Maple  an area dense in art galleries and antiques stores  as well as dozens of good restaurants. Rooms are a businesslike affair but there is a complimentary breakfast.</p>
 Hilton Garden Inn Downtown Dallas, Cheap, , , , , , , http://www.hilton.com,  +1 214 299 8982.,  <p>Just around the corner from City Hall  the Hilton Garden Inn Downtown couldn't be more central. A stone's throw from city center attractions  rooms are comfortable and clean  if fairly uninspiring. No matter – there's a pool onsite  guest parking and you get a free buffet breakfast in the morning.</p>
